,barcode,entry,species_consensus,groups_consensus,accession_number,usda_q_number,alt_accession_number,uiuc_id,minicores_ainsworth_2025,quantity,transplanted,date_transplant,project,project_id,labeled,survival_6wks,root_exudate_collect_6wks,incubation_start_6wks,incubation_end_6wks,soil_6wks,soil_dry_time_start_6wks,soil_dry_time_end_6wks,root_dry_time_start_6wks,root_dry_time_end_6wks,root_6wks,root_exudate_collect_15wks,incubation_start_15wks,incubation_end_15wks,soil_15wks,soil_dry_time_start_15wks,soil_dry_time_end_15wks,root_dry_time_start_15wks,root_dry_time_end_15wks,root_15wks,notes,week,flush,sample_type,flush_initial_volume,flush_replenish,flush_final_volume,soil_initial_mg,soil_24hrs_mg,soil_final_mg,root_initial_mg,root_final_mg
225,Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,C Japan Msi,UI10-00092,,,UI10-00092,UI10-00092,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
226,Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,C Japan Msi,UI10-00092,,,UI10-00092,UI10-00092,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
227,Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,C Japan Msi,UI10-00092,,,UI10-00092,UI10-00092,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
228,Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,C Japan Msi,UI10-00092,,,UI10-00092,UI10-00092,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
229,Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,C Japan Msi,UI10-00092,,,UI10-00092,UI10-00092,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
230,Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,C Japan Msi,UI10-00092,,,UI10-00092,UI10-00092,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
231,Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,C Japan Msi,UI10-00092,,,UI10-00092,UI10-00092,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
232,Miscanthus sinensis  'Strictus'-Accn:UI10-00092--Alt:,Miscanthus sinensis  'Strictus',Miscanthus sinensis,C Japan Msi,UI10-00092,,,UI10-00092,UI10-00092,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
233,Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,C Japan Msi,UI11-00002,,Koike-25,UI11-00002,,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:07:00,2025/06/03 10:30:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:51:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,flush_1,exudate,10,5,12.9,4.007,0.8895,0.8926,0.0225,0.016
234,Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,C Japan Msi,UI11-00002,,Koike-25,UI11-00002,,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:07:00,2025/06/03 10:30:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:51:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,flush_2,exudate,10,,9.9,4.007,0.8895,0.8926,0.0225,0.016
235,Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,C Japan Msi,UI11-00002,,Koike-25,UI11-00002,,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:07:00,2025/06/03 10:30:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:51:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,,soil,,,,4.007,0.8895,0.8926,0.0225,0.016
236,Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,C Japan Msi,UI11-00002,,Koike-25,UI11-00002,,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:07:00,2025/06/03 10:30:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:51:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,,root,,,,4.007,0.8895,0.8926,0.0225,0.016
237,Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,C Japan Msi,UI11-00002,,Koike-25,UI11-00002,,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:07:00,2025/06/03 10:30:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:51:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,flush_1,exudate,10,5,10.4,4.0188,0.8249,0.8122,0.0166,0.0129
238,Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,C Japan Msi,UI11-00002,,Koike-25,UI11-00002,,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:07:00,2025/06/03 10:30:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:51:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,flush_2,exudate,10,,10.6,4.0188,0.8249,0.8122,0.0166,0.0129
239,Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,C Japan Msi,UI11-00002,,Koike-25,UI11-00002,,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:07:00,2025/06/03 10:30:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:51:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,,soil,,,,4.0188,0.8249,0.8122,0.0166,0.0129
240,Miscanthus sinensis 'Sugadaira'-Accn:UI11-00002--Alt:Koike-25,Miscanthus sinensis ‘Sugadaira’,Miscanthus sinensis,C Japan Msi,UI11-00002,,Koike-25,UI11-00002,,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:07:00,2025/06/03 10:30:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:51:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,15wks,,root,,,,4.0188,0.8249,0.8122,0.0166,0.0129
241,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,C Japan Msi,UI14-00020,,,UI14-00020,UI14-00020,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
242,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,C Japan Msi,UI14-00020,,,UI14-00020,UI14-00020,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
243,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,C Japan Msi,UI14-00020,,,UI14-00020,UI14-00020,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
244,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,C Japan Msi,UI14-00020,,,UI14-00020,UI14-00020,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
245,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,C Japan Msi,UI14-00020,,,UI14-00020,UI14-00020,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
246,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,C Japan Msi,UI14-00020,,,UI14-00020,UI14-00020,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
247,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,C Japan Msi,UI14-00020,,,UI14-00020,UI14-00020,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
248,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10'-Accn:UI14-00020--Alt:,Miscanthus sinensis  'PA-2010-003 Nat Pop 2011-93-1-10',Miscanthus sinensis,C Japan Msi,UI14-00020,,,UI14-00020,UI14-00020,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
249,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,SE China Msi,UI25-00001,,,UI25-00001,Msi ssp. transmorrisonensis,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 12:17:00,2025/06/03 10:10:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:07:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,6wks,flush_1,exudate,10,5,8.5,4.0041,0.9731,0.9559,0.0835,0.0432
250,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,SE China Msi,UI25-00001,,,UI25-00001,Msi ssp. transmorrisonensis,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 12:17:00,2025/06/03 10:10:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:07:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,6wks,flush_2,exudate,10,,5.8,4.0041,0.9731,0.9559,0.0835,0.0432
251,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,SE China Msi,UI25-00001,,,UI25-00001,Msi ssp. transmorrisonensis,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 12:17:00,2025/06/03 10:10:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:07:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,6wks,,soil,,,,4.0041,0.9731,0.9559,0.0835,0.0432
252,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,SE China Msi,UI25-00001,,,UI25-00001,Msi ssp. transmorrisonensis,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 12:17:00,2025/06/03 10:10:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:07:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,6wks,,root,,,,4.0041,0.9731,0.9559,0.0835,0.0432
253,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,SE China Msi,UI25-00001,,,UI25-00001,Msi ssp. transmorrisonensis,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 12:17:00,2025/06/03 10:10:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:07:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,15wks,flush_1,exudate,10,5,12,4.0105,1.2665,1.2276,0.0489,0.0161
254,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,SE China Msi,UI25-00001,,,UI25-00001,Msi ssp. transmorrisonensis,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 12:17:00,2025/06/03 10:10:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:07:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,15wks,flush_2,exudate,10,,9.4,4.0105,1.2665,1.2276,0.0489,0.0161
255,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,SE China Msi,UI25-00001,,,UI25-00001,Msi ssp. transmorrisonensis,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 12:17:00,2025/06/03 10:10:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:07:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,15wks,,soil,,,,4.0105,1.2665,1.2276,0.0489,0.0161
256,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog'-Accn:UI25-00001--Alt:,Miscanthus sinensis ssp. transmorrisonensis  'Digging Dog',Miscanthus sinensis ssp. transmorrisonensis,SE China Msi,UI25-00001,,,UI25-00001,Msi ssp. transmorrisonensis,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 12:17:00,2025/06/03 10:10:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 11:07:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,Had a lot of trouble collecting flushes dues to clogged stopcock and filter.,15wks,,root,,,,4.0105,1.2665,1.2276,0.0489,0.0161
257,Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,"Korea, N China Msi",KMS023,Q49557,,KMS023,KMS023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
258,Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,"Korea, N China Msi",KMS023,Q49557,,KMS023,KMS023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
259,Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,"Korea, N China Msi",KMS023,Q49557,,KMS023,KMS023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
260,Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,"Korea, N China Msi",KMS023,Q49557,,KMS023,KMS023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
261,Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,"Korea, N China Msi",KMS023,Q49557,,KMS023,KMS023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
262,Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,"Korea, N China Msi",KMS023,Q49557,,KMS023,KMS023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
263,Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,"Korea, N China Msi",KMS023,Q49557,,KMS023,KMS023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
264,Miscanthus sinensis  'KMS023'-Accn:KMS023-Q49557-Alt:,Miscanthus sinensis  'KMS023',Miscanthus sinensis,"Korea, N China Msi",KMS023,Q49557,,KMS023,KMS023,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
265,Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,"Korea, N China Msi",KMS068,Q49571,,KMS068,KMS068,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
266,Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,"Korea, N China Msi",KMS068,Q49571,,KMS068,KMS068,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
267,Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,"Korea, N China Msi",KMS068,Q49571,,KMS068,KMS068,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
268,Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,"Korea, N China Msi",KMS068,Q49571,,KMS068,KMS068,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
269,Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,"Korea, N China Msi",KMS068,Q49571,,KMS068,KMS068,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
270,Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,"Korea, N China Msi",KMS068,Q49571,,KMS068,KMS068,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
271,Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,"Korea, N China Msi",KMS068,Q49571,,KMS068,KMS068,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
272,Miscanthus sinensis  'KMS068'-Accn:KMS068-Q49571-Alt:,Miscanthus sinensis  'KMS068',Miscanthus sinensis,"Korea, N China Msi",KMS068,Q49571,,KMS068,KMS068,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
273,Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,"Korea, N China Msi",KMS113,Q49591,,KMS113,KMS113,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:22:00,2025/06/03 10:38:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:56:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,flush_1,exudate,10,5,11.5,4.0292,1.0085,0.9917,0.0197,0.0153
274,Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,"Korea, N China Msi",KMS113,Q49591,,KMS113,KMS113,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:22:00,2025/06/03 10:38:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:56:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,flush_2,exudate,10,,10,4.0292,1.0085,0.9917,0.0197,0.0153
275,Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,"Korea, N China Msi",KMS113,Q49591,,KMS113,KMS113,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:22:00,2025/06/03 10:38:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:56:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,,soil,,,,4.0292,1.0085,0.9917,0.0197,0.0153
276,Miscanthus sinensis  'KMS113'-Accn:KMS113-Q49591-Alt:,Miscanthus sinensis  'KMS113',Miscanthus sinensis,"Korea, N China Msi",KMS113,Q49591,,KMS113,KMS113,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,1,2025/06/02 11:22:00,2025/06/03 10:38:00,1,2025/06/04 15:18:00,2025/06/06 15:26:00,2025/06/04 15:18:00,2025/06/06 15:26:00,1,1,2025/08/05 10:56:00,2025/08/06 10:00:00,1,2025/08/07 16:31:00,2025/08/09 18:24:00,2025/08/07 16:31:00,2025/08/08 16:51:00,1,,6wks,,root,,,,4.0292,1.0085,0.9917,0.0197,0.0153
